person_key,identity_basis,normalized_name,display_name,profile_urls,organizations,titles,appears_in_exports,export_rows,distinct_orgs,conflicting_affiliation,missing_profile_url
linkedin.com/in/marisol-falkenrath-1742,profile_url,marisol falkenrath,Marisol Falkenrath,linkedin.com/in/marisol-falkenrath-1742,Ambrose Trading,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-ferreira-5692,profile_url,marisol ferreira,Marisol Ferreira,linkedin.com/in/marisol-ferreira-5692,Bellchamber Media,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-fontaine-6456,profile_url,marisol fontaine,Marisol Fontaine,linkedin.com/in/marisol-fontaine-6456,Dunmowe Travel,Engineering Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/marisol-gluckstein-6472,profile_url,marisol gluckstein,Marisol Glückstein,linkedin.com/in/marisol-gluckstein-6472,Fairbourne Fitness,Principal Architect,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-grimsby-4388,profile_url,marisol grimsby,Marisol Grimsby,linkedin.com/in/marisol-grimsby-4388,Fairbourne Fitness,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-halloran-6195,profile_url,marisol halloran,Marisol Halloran,linkedin.com/in/marisol-halloran-6195,Corbridge Realty,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-hartigan-1482,profile_url,marisol hartigan,Marisol Hartigan,linkedin.com/in/marisol-hartigan-1482,Pale Harbour Studio,Engineering Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/marisol-hartigan-nakashima-4545,profile_url,marisol hartigan nakashima,Marisol Hartigan-Nakashima,linkedin.com/in/marisol-hartigan-nakashima-4545,Elmsworth Tutors,Principal Architect,Owen Trask,1,1,False,0
linkedin.com/in/marisol-havercamp-3729,profile_url,marisol havercamp,Marisol Havercamp,linkedin.com/in/marisol-havercamp-3729,Ambrose Trading,VP Enterprise Architecture,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-hojgaard-9442,profile_url,marisol hojgaard,Marisol Højgaard,linkedin.com/in/marisol-hojgaard-9442,Tannerly Design,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
name:marisol ibarra,name_only,marisol ibarra,Marisol Ibarra,,Yardley Print,Head of Automation,Marcus Aldridge,1,1,False,1
linkedin.com/in/marisol-ingleby-3803,profile_url,marisol ingleby,Marisol Ingleby,linkedin.com/in/marisol-ingleby-3803,Inglenook Bakery,VP Enterprise Architecture,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-isenberg-3674,profile_url,marisol isenberg,Marisol Isenberg,linkedin.com/in/marisol-isenberg-3674,Inglenook Bakery,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-jarrold-7674,profile_url,marisol jarrold,Marisol Jarrold,linkedin.com/in/marisol-jarrold-7674,Elmsworth Tutors,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-kettleborough-4529,profile_url,marisol kettleborough,Marisol Kettleborough,linkedin.com/in/marisol-kettleborough-4529,Corbridge Realty,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-kirkbride-4459,profile_url,marisol kirkbride,Marisol Kirkbride,linkedin.com/in/marisol-kirkbride-4459,Bellchamber Media,Principal Architect,Priya Raghunathan,1,1,False,0
linkedin.com/in/marisol-lindqvist-5557,profile_url,marisol lindqvist,Marisol Lindqvist,linkedin.com/in/marisol-lindqvist-5557,Pale Harbour Studio,Head of Developer Productivity,Priya Raghunathan,1,1,False,0
name:marisol lomsadze,name_only,marisol lomsadze,Marisol Lomsadze,,Vespermill Analytics,Product Director,Dana Whitfield,1,1,False,1
linkedin.com/in/marisol-marchetti-3858,profile_url,marisol marchetti,Marisol Marchetti,linkedin.com/in/marisol-marchetti-3858,Bellchamber Media,Principal Architect,Priya Raghunathan,1,1,False,0
linkedin.com/in/marisol-merriweather-3156,profile_url,marisol merriweather,Marisol Merriweather,linkedin.com/in/marisol-merriweather-3156,Highmoor Cycles,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-merriweather-gluckstein-1059,profile_url,marisol merriweather gluckstein,Marisol Merriweather-Glückstein,linkedin.com/in/marisol-merriweather-gluckstein-1059,Ambrose Trading,Engineering Manager,Owen Trask,1,1,False,0
linkedin.com/in/marisol-mkhize-7359,profile_url,marisol mkhize,Marisol Mkhize,linkedin.com/in/marisol-mkhize-7359,Zenner Foods,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-nakashima-8655,profile_url,marisol nakashima,Marisol Nakashima,linkedin.com/in/marisol-nakashima-8655,Quintrell Advisory,Head of Developer Productivity,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-norrington-9941,profile_url,marisol norrington,Marisol Norrington,linkedin.com/in/marisol-norrington-9941,Bellchamber Media,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-okonkwo-4413,profile_url,marisol okonkwo,Marisol Okonkwo,linkedin.com/in/marisol-okonkwo-4413,Highmoor Cycles,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-okonkwo-yarrow-2017,profile_url,marisol okonkwo yarrow,Marisol Okonkwo-Yarrow,linkedin.com/in/marisol-okonkwo-yarrow-2017,Zenner Foods,Chief Technology Officer,Elena Duvall,1,1,False,0
name:marisol oldfield,name_only,marisol oldfield,Marisol Oldfield,,Vespermill Analytics,Chief Data Officer,Tomás Beckett,1,1,False,1
linkedin.com/in/marisol-oyelaran-3197,profile_url,marisol oyelaran,Marisol Oyelaran,linkedin.com/in/marisol-oyelaran-3197,Ambrose Trading,Head of Platform Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-oyelaran-wolstenholme-2606,profile_url,marisol oyelaran wolstenholme,Marisol Oyelaran-Wolstenholme,linkedin.com/in/marisol-oyelaran-wolstenholme-2606,Corbridge Realty,Principal Architect,Elena Duvall,1,1,False,0
linkedin.com/in/marisol-petrossian-1821,profile_url,marisol petrossian,Marisol Petrossian,linkedin.com/in/marisol-petrossian-1821,Whitlock Staffing,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-prendergast-6727,profile_url,marisol prendergast,Marisol Prendergast,linkedin.com/in/marisol-prendergast-6727,Corbridge Realty,Product Director,Marcus Aldridge,1,1,False,0
name:marisol quillane,name_only,marisol quillane,Marisol Quillane,,Ondermark Consulting,Head of Automation,Dana Whitfield,1,1,False,1
linkedin.com/in/marisol-rushworth-2212,profile_url,marisol rushworth,Marisol Rushworth,linkedin.com/in/marisol-rushworth-2212,Xanthe Labs,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-salcedo-4154,profile_url,marisol salcedo,Marisol Salcedo,linkedin.com/in/marisol-salcedo-4154,Inglenook Bakery,Director of IT,Dana Whitfield,1,1,False,0
name:marisol sandoval,name_only,marisol sandoval,Marisol Sandoval,,Quintrell Advisory,Staff Engineer,Marcus Aldridge,1,1,False,1
linkedin.com/in/marisol-thackeray-6804,profile_url,marisol thackeray,Marisol Thackeray,linkedin.com/in/marisol-thackeray-6804,Underwood & Vale,Head of Platform Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-underhill-2135,profile_url,marisol underhill,Marisol Underhill,linkedin.com/in/marisol-underhill-2135,Elmsworth Tutors,Staff Engineer,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-underhill-ibarra-4278,profile_url,marisol underhill ibarra,Marisol Underhill-Ibarra,linkedin.com/in/marisol-underhill-ibarra-4278,Vespermill Analytics,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-vandermolen-7822,profile_url,marisol vandermolen,Marisol Vandermolen,linkedin.com/in/marisol-vandermolen-7822,Xanthe Labs,Chief Information Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-vasquez-8795,profile_url,marisol vasquez,Marisol Vasquez,linkedin.com/in/marisol-vasquez-8795,Inglenook Bakery,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-wexford-1927,profile_url,marisol wexford,Marisol Wexford,linkedin.com/in/marisol-wexford-1927,Dunmowe Travel,Director of IT,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-wexford-falkenrath-1751,profile_url,marisol wexford falkenrath,Marisol Wexford-Falkenrath,linkedin.com/in/marisol-wexford-falkenrath-1751,Zenner Foods,VP Engineering,Elena Duvall,1,1,False,0
linkedin.com/in/marisol-wexford-rushworth-6024,profile_url,marisol wexford rushworth,Marisol Wexford-Rushworth,linkedin.com/in/marisol-wexford-rushworth-6024,Fairbourne Fitness,Head of Innovation,Owen Trask,1,1,False,0
linkedin.com/in/marisol-wolstenholme-7035,profile_url,marisol wolstenholme,Marisol Wolstenholme,linkedin.com/in/marisol-wolstenholme-7035,Dunmowe Travel,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-yarrow-6605,profile_url,marisol yarrow,Marisol Yarrow,linkedin.com/in/marisol-yarrow-6605,Xanthe Labs,Principal Architect,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-zettergren-4475,profile_url,marisol zettergren,Marisol Zettergren,linkedin.com/in/marisol-zettergren-4475,Underwood & Vale,Product Director,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-zubkov-4466,profile_url,marisol zubkov,Marisol Zubkov,linkedin.com/in/marisol-zubkov-4466,Elmsworth Tutors,Head of Automation,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-zubkov-wolstenholme-4303,profile_url,marisol zubkov wolstenholme,Marisol Zubkov-Wolstenholme,linkedin.com/in/marisol-zubkov-wolstenholme-4303,Bellchamber Media,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-achterberg-2379,profile_url,matteo achterberg,Matteo Achterberg,linkedin.com/in/matteo-achterberg-2379,Tannerly Design,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/matteo-ashdown-7944,profile_url,matteo ashdown,Matteo Ashdown,linkedin.com/in/matteo-ashdown-7944,Whitlock Staffing,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-balogun-9283,profile_url,matteo balogun,Matteo Balogun,linkedin.com/in/matteo-balogun-9283,Garrowby Books,Chief Operating Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-balogun-grimsby-8252,profile_url,matteo balogun grimsby,Matteo Balogun-Grimsby,linkedin.com/in/matteo-balogun-grimsby-8252,Pale Harbour Studio,Chief Operating Officer,Elena Duvall,1,1,False,0
linkedin.com/in/matteo-bellinger-6591,profile_url,matteo bellinger,Matteo Bellinger,linkedin.com/in/matteo-bellinger-6591,Corbridge Realty,Head of Developer Productivity,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-bellinger-achterberg-5910,profile_url,matteo bellinger achterberg,Matteo Bellinger-Achterberg,linkedin.com/in/matteo-bellinger-achterberg-5910,Underwood & Vale,Platform Lead,Elena Duvall,1,1,False,0
linkedin.com/in/matteo-brenneman-6903,profile_url,matteo brenneman,Matteo Brenneman,linkedin.com/in/matteo-brenneman-6903,Dunmowe Travel,Engineering Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/matteo-cardoso-8161,profile_url,matteo cardoso,Matteo Cardoso,linkedin.com/in/matteo-cardoso-8161,Quintrell Advisory,Program Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/matteo-cathcart-4209,profile_url,matteo cathcart,Matteo Cathcart,linkedin.com/in/matteo-cathcart-4209,Highmoor Cycles,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-crowther-9961,profile_url,matteo crowther,Matteo Crowther,linkedin.com/in/matteo-crowther-9961,Rooksby Legal,SVP Digital,Dana Whitfield,1,1,False,0
linkedin.com/in/matteo-dellinger-6462,profile_url,matteo dellinger,Matteo Dellinger,linkedin.com/in/matteo-dellinger-6462,Garrowby Books,Chief Data Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/matteo-dobrescu-8984,profile_url,matteo dobrescu,Matteo Dobrescu,linkedin.com/in/matteo-dobrescu-8984,Pale Harbour Studio,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-drummond-4530,profile_url,matteo drummond,Matteo Drummond,linkedin.com/in/matteo-drummond-4530,Inglenook Bakery,Chief Operating Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-eastcott-4920,profile_url,matteo eastcott,Matteo Eastcott,linkedin.com/in/matteo-eastcott-4920,Underwood & Vale,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-egerton-2495,profile_url,matteo egerton,Matteo Egerton,linkedin.com/in/matteo-egerton-2495,Quintrell Advisory,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-egerton-nakashima-4085,profile_url,matteo egerton nakashima,Matteo Egerton-Nakashima,linkedin.com/in/matteo-egerton-nakashima-4085,Xanthe Labs,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-fairweather-6200,profile_url,matteo fairweather,Matteo Fairweather,linkedin.com/in/matteo-fairweather-6200,Quintrell Advisory,Chief Technology Officer,Marcus Aldridge,1,1,False,0
name:matteo falkenrath,name_only,matteo falkenrath,Matteo Falkenrath,,Ondermark Consulting,Head of Innovation,Marcus Aldridge,1,1,False,1
linkedin.com/in/matteo-ferreira-6234,profile_url,matteo ferreira,Matteo Ferreira,linkedin.com/in/matteo-ferreira-6234,Dunmowe Travel,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-fontaine-2658,profile_url,matteo fontaine,Matteo Fontaine,linkedin.com/in/matteo-fontaine-2658,Rooksby Legal,VP Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-gluckstein-5391,profile_url,matteo gluckstein,Matteo Glückstein,linkedin.com/in/matteo-gluckstein-5391,Elmsworth Tutors,Principal Architect,Dana Whitfield,1,1,False,0
name:matteo grimsby,name_only,matteo grimsby,Matteo Grimsby,,Underwood & Vale,"Senior Manager, Engineering",Dana Whitfield,1,1,False,1
linkedin.com/in/matteo-halloran-9023,profile_url,matteo halloran,Matteo Halloran,linkedin.com/in/matteo-halloran-9023,Quintrell Advisory,Head of Innovation,Priya Raghunathan,1,1,False,0
linkedin.com/in/matteo-halloran-nakashima-2575,profile_url,matteo halloran nakashima,Matteo Halloran-Nakashima,linkedin.com/in/matteo-halloran-nakashima-2575,Bellchamber Media,Chief Data Officer,Elena Duvall,1,1,False,0
linkedin.com/in/matteo-hartigan-8595,profile_url,matteo hartigan,Matteo Hartigan,linkedin.com/in/matteo-hartigan-8595,Bellchamber Media,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-havercamp-4337,profile_url,matteo havercamp,Matteo Havercamp,linkedin.com/in/matteo-havercamp-4337,Bellchamber Media,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-hojgaard-9034,profile_url,matteo hojgaard,Matteo Højgaard,linkedin.com/in/matteo-hojgaard-9034,Pale Harbour Studio,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-ibarra-1105,profile_url,matteo ibarra,Matteo Ibarra,linkedin.com/in/matteo-ibarra-1105,Whitlock Staffing,Product Director,Priya Raghunathan,1,1,False,0
name:matteo ingleby,name_only,matteo ingleby,Matteo Ingleby,,Garrowby Books,Director of IT,Tomás Beckett,1,1,False,1
name:matteo isenberg,name_only,matteo isenberg,Matteo Isenberg,,Fairbourne Fitness,Director of IT,Dana Whitfield,1,1,False,1
linkedin.com/in/matteo-jarrold-8354,profile_url,matteo jarrold,Matteo Jarrold,linkedin.com/in/matteo-jarrold-8354,Pale Harbour Studio,Staff Engineer,Priya Raghunathan,1,1,False,0
name:matteo jarrold vasquez,name_only,matteo jarrold vasquez,Matteo Jarrold-Vasquez,,Fairbourne Fitness,"Senior Manager, Engineering",Elena Duvall,1,1,False,1
linkedin.com/in/matteo-kettleborough-1534,profile_url,matteo kettleborough,Matteo Kettleborough,linkedin.com/in/matteo-kettleborough-1534,Highmoor Cycles,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-kirkbride-6658,profile_url,matteo kirkbride,Matteo Kirkbride,linkedin.com/in/matteo-kirkbride-6658,Xanthe Labs,VP Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-lindqvist-4678,profile_url,matteo lindqvist,Matteo Lindqvist,linkedin.com/in/matteo-lindqvist-4678,Dunmowe Travel,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-lindqvist-hojgaard-3408,profile_url,matteo lindqvist hojgaard,Matteo Lindqvist-Højgaard,linkedin.com/in/matteo-lindqvist-hojgaard-3408,Highmoor Cycles,Staff Engineer,Owen Trask,1,1,False,0
linkedin.com/in/matteo-lomsadze-7892,profile_url,matteo lomsadze,Matteo Lomsadze,linkedin.com/in/matteo-lomsadze-7892,Elmsworth Tutors,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-marchetti-5352,profile_url,matteo marchetti,Matteo Marchetti,linkedin.com/in/matteo-marchetti-5352,Inglenook Bakery,Chief Operating Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-marchetti-merriweather-7915,profile_url,matteo marchetti merriweather,Matteo Marchetti-Merriweather,linkedin.com/in/matteo-marchetti-merriweather-7915,Inglenook Bakery,Engineering Manager,Owen Trask,1,1,False,0
linkedin.com/in/matteo-merriweather-4890,profile_url,matteo merriweather,Matteo Merriweather,linkedin.com/in/matteo-merriweather-4890,Vespermill Analytics,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-mkhize-8197,profile_url,matteo mkhize,Matteo Mkhize,linkedin.com/in/matteo-mkhize-8197,Highmoor Cycles,Platform Lead,Dana Whitfield,1,1,False,0
linkedin.com/in/matteo-nakashima-6150,profile_url,matteo nakashima,Matteo Nakashima,linkedin.com/in/matteo-nakashima-6150,Dunmowe Travel,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-nakashima-wolstenholme-1644,profile_url,matteo nakashima wolstenholme,Matteo Nakashima-Wolstenholme,linkedin.com/in/matteo-nakashima-wolstenholme-1644,Zenner Foods,Product Director,Tomás Beckett,1,1,False,0
name:matteo norrington,name_only,matteo norrington,Matteo Norrington,,Dunmowe Travel,Head of Innovation,Tomás Beckett,1,1,False,1
linkedin.com/in/matteo-okonkwo-5980,profile_url,matteo okonkwo,Matteo Okonkwo,linkedin.com/in/matteo-okonkwo-5980,Fairbourne Fitness,Head of Platform Engineering,Priya Raghunathan,1,1,False,0
linkedin.com/in/matteo-okonkwo-fontaine-1784,profile_url,matteo okonkwo fontaine,Matteo Okonkwo-Fontaine,linkedin.com/in/matteo-okonkwo-fontaine-1784,Underwood & Vale,Principal Architect,Tomás Beckett,1,1,False,0
name:matteo oldfield,name_only,matteo oldfield,Matteo Oldfield,,Tannerly Design,VP Engineering,Marcus Aldridge,1,1,False,1
linkedin.com/in/matteo-oyelaran-3889,profile_url,matteo oyelaran,Matteo Oyelaran,linkedin.com/in/matteo-oyelaran-3889,Ambrose Trading,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-oyelaran-okonkwo-1305,profile_url,matteo oyelaran okonkwo,Matteo Oyelaran-Okonkwo,linkedin.com/in/matteo-oyelaran-okonkwo-1305,Zenner Foods,Chief Technology Officer,Elena Duvall,1,1,False,0
linkedin.com/in/matteo-petrossian-3727,profile_url,matteo petrossian,Matteo Petrossian,linkedin.com/in/matteo-petrossian-3727,Elmsworth Tutors,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/matteo-petrossian-merriweather-3322,profile_url,matteo petrossian merriweather,Matteo Petrossian-Merriweather,linkedin.com/in/matteo-petrossian-merriweather-3322,Xanthe Labs,Principal Architect,Tomás Beckett,1,1,False,0
linkedin.com/in/matteo-petrossian-nakashima-4893,profile_url,matteo petrossian nakashima,Matteo Petrossian-Nakashima,linkedin.com/in/matteo-petrossian-nakashima-4893,Bellchamber Media,Head of Automation,Owen Trask,1,1,False,0
linkedin.com/in/matteo-prendergast-2748,profile_url,matteo prendergast,Matteo Prendergast,linkedin.com/in/matteo-prendergast-2748,Zenner Foods,Engineering Manager,Marcus Aldridge,1,1,False,0
